Region,County,District,District Name,Row,Staff,FTE Count,Total Base Pay,Average Base Pay
18,HOWARD COUNTY,114902,COAHOMA ISD,10002,PRE-KINDERGARTEN,1.00,51510.00,51510.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10003,KINDERGARTEN,3.00,128940.00,42980.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10006,ELEMENTARY (GRADES 1-6),1.00,55672.00,55672.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.99,107730.00,54163.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10012,GRADE 1,3.79,168855.00,44536.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10013,GRADE 2,4.25,180412.00,42450.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10014,GRADE 3,4.25,193260.00,45473.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10015,GRADE 4,3.25,149500.00,46000.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10016,GRADE 5,5.25,267026.00,50865.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10017,GRADE 6,5.29,234999.00,44391.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10018,GRADE 7,2.44,109962.00,45063.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10019,GRADE 8,1.76,69493.00,39451.00
18,HOWARD COUNTY,114902,COAHOMA ISD,10020,GRADES 9-12,25.26,1186312.00,46973.00
18,HOWARD COUNTY,114902,COAHOMA ISD,19998,TOTAL TEACHING STAFF,62.53,2903671.00,46436.00
18,HOWARD COUNTY,114902,COAHOMA ISD,21300,COUNSELOR,1.71,74126.00,43425.00
18,HOWARD COUNTY,114902,COAHOMA ISD,22800,OTHR NON-INSTR DISTRICT,1.00,71165.00,71165.00
18,HOWARD COUNTY,114902,COAHOMA ISD,23500,SCHOOL NURSE,1.00,40032.00,40032.00
18,HOWARD COUNTY,114902,COAHOMA ISD,29998,TOTAL SUPPORT STAFF,3.71,185323.00,49993.00
18,HOWARD COUNTY,114902,COAHOMA ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,92359.00,92359.00
18,HOWARD COUNTY,114902,COAHOMA ISD,30500,ATHLETIC DIRECTOR,0.55,41122.00,74442.00
18,HOWARD COUNTY,114902,COAHOMA ISD,33100,PRINCIPAL,3.00,239186.00,79729.00
18,HOWARD COUNTY,114902,COAHOMA ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,8400.00,8400.00
18,HOWARD COUNTY,114902,COAHOMA ISD,39998,TOTAL ADMINISTRATIVE STAFF,5.55,381067.00,68631.00
18,HOWARD COUNTY,114902,COAHOMA ISD,39999,TOTAL PROFESSIONAL STAFF,71.79,3470061.00,48336.00
18,HOWARD COUNTY,114902,COAHOMA ISD,41700,EDUCATIONAL AIDE,10.50,236348.00,22504.00
18,HOWARD COUNTY,114902,COAHOMA ISD,49998,TOTAL PARAPROFESSIONAL STAFF,10.50,236348.00,22504.00
18,HOWARD COUNTY,114902,COAHOMA ISD,50000,AUXILIARY,32.20,787177.00,24445.00
18,HOWARD COUNTY,114902,COAHOMA ISD,99999,TOTAL PERSONNEL,114.50,4493586.00,39247.00
18,HOWARD COUNTY,114904,FORSAN ISD,10002,PRE-KINDERGARTEN,1.00,37663.00,37663.00
18,HOWARD COUNTY,114904,FORSAN ISD,10003,KINDERGARTEN,3.29,150251.00,45730.00
18,HOWARD COUNTY,114904,FORSAN ISD,10006,ELEMENTARY (GRADES 1-6),0.86,47430.00,55357.00
18,HOWARD COUNTY,114904,FORSAN ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.91,43879.00,48160.00
18,HOWARD COUNTY,114904,FORSAN ISD,10009,ALL GRADE LEVELS,0.90,46661.00,51605.00
18,HOWARD COUNTY,114904,FORSAN ISD,10012,GRADE 1,4.45,215819.00,48459.00
18,HOWARD COUNTY,114904,FORSAN ISD,10013,GRADE 2,4.19,201672.00,48127.00
18,HOWARD COUNTY,114904,FORSAN ISD,10014,GRADE 3,3.80,184224.00,48536.00
18,HOWARD COUNTY,114904,FORSAN ISD,10015,GRADE 4,3.70,195884.00,53003.00
18,HOWARD COUNTY,114904,FORSAN ISD,10016,GRADE 5,3.35,167161.00,49851.00
18,HOWARD COUNTY,114904,FORSAN ISD,10017,GRADE 6,2.85,152494.00,53565.00
18,HOWARD COUNTY,114904,FORSAN ISD,10018,GRADE 7,2.40,132900.00,55283.00
18,HOWARD COUNTY,114904,FORSAN ISD,10019,GRADE 8,2.22,107444.00,48462.00
18,HOWARD COUNTY,114904,FORSAN ISD,10020,GRADES 9-12,18.76,938454.00,50025.00
18,HOWARD COUNTY,114904,FORSAN ISD,19998,TOTAL TEACHING STAFF,52.67,2621936.00,49777.00
18,HOWARD COUNTY,114904,FORSAN ISD,21300,COUNSELOR,2.00,129181.00,64591.00
18,HOWARD COUNTY,114904,FORSAN ISD,22100,LIBRARIAN,0.33,16790.00,51096.00
18,HOWARD COUNTY,114904,FORSAN ISD,22600,OTHER CAMP PROF PERSONNEL,1.00,45000.00,45000.00
18,HOWARD COUNTY,114904,FORSAN ISD,22800,OTHR NON-INSTR DISTRICT,1.00,74938.00,74938.00
18,HOWARD COUNTY,114904,FORSAN ISD,23500,SCHOOL NURSE,1.00,38732.00,38732.00
18,HOWARD COUNTY,114904,FORSAN ISD,29998,TOTAL SUPPORT STAFF,5.33,304641.00,57171.00
18,HOWARD COUNTY,114904,FORSAN ISD,30200,ASSISTANT PRINCIPAL,1.00,65733.00,65733.00
18,HOWARD COUNTY,114904,FORSAN ISD,30800,BUSINESS MANAGER,1.00,71698.00,71698.00
18,HOWARD COUNTY,114904,FORSAN ISD,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,77957.00,77957.00
18,HOWARD COUNTY,114904,FORSAN ISD,33100,PRINCIPAL,2.00,168441.00,84221.00
18,HOWARD COUNTY,114904,FORSAN ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,128250.00,128250.00
18,HOWARD COUNTY,114904,FORSAN ISD,39998,TOTAL ADMINISTRATIVE STAFF,6.00,512079.00,85347.00
18,HOWARD COUNTY,114904,FORSAN ISD,39999,TOTAL PROFESSIONAL STAFF,64.00,3438656.00,53727.00
18,HOWARD COUNTY,114904,FORSAN ISD,41700,EDUCATIONAL AIDE,12.00,240779.00,20065.00
18,HOWARD COUNTY,114904,FORSAN ISD,49998,TOTAL PARAPROFESSIONAL STAFF,12.00,240779.00,20065.00
18,HOWARD COUNTY,114904,FORSAN ISD,50000,AUXILIARY,24.88,617215.00,24805.00
18,HOWARD COUNTY,114904,FORSAN ISD,99999,TOTAL PERSONNEL,100.88,4296650.00,42590.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10002,PRE-KINDERGARTEN,1.00,47300.00,47300.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10003,KINDERGARTEN,2.00,99600.00,49800.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10006,ELEMENTARY (GRADES 1-6),0.82,43597.00,53180.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.66,30530.00,46132.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10009,ALL GRADE LEVELS,2.00,90100.00,45050.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10012,GRADE 1,2.08,113434.00,54546.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10013,GRADE 2,2.08,94056.00,45219.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10014,GRADE 3,2.08,99547.00,47864.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10015,GRADE 4,2.08,94058.00,45220.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10016,GRADE 5,2.08,91054.00,43776.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10017,GRADE 6,1.75,77958.00,44583.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10018,GRADE 7,1.96,92415.00,47242.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10019,GRADE 8,1.67,78202.00,46718.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,10020,GRADES 9-12,14.92,721025.00,48312.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,19998,TOTAL TEACHING STAFF,37.18,1772876.00,47678.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,21300,COUNSELOR,1.56,87732.00,56102.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,22100,LIBRARIAN,1.00,62710.00,62710.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,22600,OTHER CAMP PROF PERSONNEL,1.00,55293.00,55299.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,22800,OTHR NON-INSTR DISTRICT,1.00,52000.00,52000.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,29998,TOTAL SUPPORT STAFF,4.56,257735.00,56475.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,30200,ASSISTANT PRINCIPAL,1.50,80510.00,53673.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,30500,ATHLETIC DIRECTOR,1.00,65000.00,65000.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,30800,BUSINESS MANAGER,1.00,63500.00,63500.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,31600,DIST INSTR PGM DIR OR EXC DIR,0.50,38750.00,77500.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,33100,PRINCIPAL,2.50,172587.00,69035.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,33400,REGISTRAR,1.00,30152.00,30152.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,112200.00,112200.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,39998,TOTAL ADMINISTRATIVE STAFF,8.50,562699.00,66200.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,39999,TOTAL PROFESSIONAL STAFF,50.25,2593310.00,51611.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,41700,EDUCATIONAL AIDE,8.96,161268.00,17993.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,49998,TOTAL PARAPROFESSIONAL STAFF,8.96,161268.00,17993.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,50000,AUXILIARY,24.56,515252.00,20977.00
19,HUDSPETH COUNTY,115901,FT HANCOCK ISD,99999,TOTAL PERSONNEL,83.77,3269830.00,39032.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10003,KINDERGARTEN,1.00,31320.00,31323.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10006,ELEMENTARY (GRADES 1-6),0.37,14664.00,39902.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.17,7320.00,43938.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10012,GRADE 1,0.41,12894.00,31327.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10013,GRADE 2,0.41,12894.00,31327.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10014,GRADE 3,0.56,20546.00,36768.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10015,GRADE 4,0.44,16366.00,37408.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10016,GRADE 5,0.77,26159.00,34097.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10017,GRADE 6,1.31,44288.00,33723.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10018,GRADE 7,0.64,17507.00,27236.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10019,GRADE 8,0.55,15222.00,27477.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,10020,GRADES 9-12,5.75,195895.00,34057.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,19998,TOTAL TEACHING STAFF,12.38,415075.00,33521.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,33100,PRINCIPAL,1.12,62860.00,56311.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,80000.00,80000.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,39998,TOTAL ADMINISTRATIVE STAFF,2.12,142860.00,67505.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,39999,TOTAL PROFESSIONAL STAFF,14.50,557935.00,38481.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,50000,AUXILIARY,7.71,144550.00,18758.00
19,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,99999,TOTAL PERSONNEL,22.20,702485.00,31636.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10003,KINDERGARTEN,0.64,25984.00,40823.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10006,ELEMENTARY (GRADES 1-6),0.41,18440.00,44660.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.43,16329.00,37983.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10012,GRADE 1,0.41,16370.00,40320.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10013,GRADE 2,0.46,17201.00,37015.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10014,GRADE 3,0.55,20421.00,36961.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10015,GRADE 4,0.58,21951.00,37691.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10016,GRADE 5,0.52,22170.00,42350.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10017,GRADE 6,1.58,83281.00,52733.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10018,GRADE 7,1.06,47500.00,44778.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10019,GRADE 8,0.45,20722.00,46193.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,10020,GRADES 9-12,4.82,217902.00,45195.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,19998,TOTAL TEACHING STAFF,11.92,528271.00,44324.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,94876.00,94876.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,39998,TOTAL ADMINISTRATIVE STAFF,1.00,94876.00,94876.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,39999,TOTAL PROFESSIONAL STAFF,12.92,623147.00,48237.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,50000,AUXILIARY,6.39,153943.00,24110.00
19,HUDSPETH COUNTY,115903,DELL CITY ISD,99999,TOTAL PERSONNEL,19.30,777090.00,40256.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10002,PRE-KINDERGARTEN,7.47,246080.00,32940.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10003,KINDERGARTEN,3.00,96070.00,32023.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10006,ELEMENTARY (GRADES 1-6),1.68,58573.00,34778.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.63,20795.00,32950.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10012,GRADE 1,4.71,156202.00,33152.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10013,GRADE 2,4.88,158203.00,32387.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10014,GRADE 3,3.57,118907.00,33296.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10015,GRADE 4,3.36,123397.00,36760.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10016,GRADE 5,2.12,83785.00,39508.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10017,GRADE 6,3.23,111500.00,34481.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10018,GRADE 7,2.13,77077.00,36265.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10019,GRADE 8,1.39,50230.00,36100.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,10020,GRADES 9-12,18.27,1062634.00,58177.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,19998,TOTAL TEACHING STAFF,56.45,2363453.00,41870.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,21300,COUNSELOR,1.58,52750.00,33439.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,21400,DEPARTMENT HEAD,1.21,57240.00,47220.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,22600,OTHER CAMP PROF PERSONNEL,1.00,25461.00,25461.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,22800,OTHR NON-INSTR DISTRICT,2.10,176214.00,84060.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,23500,SCHOOL NURSE,1.00,38625.00,38625.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,29998,TOTAL SUPPORT STAFF,6.89,350290.00,50870.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,89600.00,89600.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,33100,PRINCIPAL,1.00,81810.00,81810.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,100000.00,100000.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,39998,TOTAL ADMINISTRATIVE STAFF,3.00,271410.00,90470.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,39999,TOTAL PROFESSIONAL STAFF,66.33,2985153.00,45002.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,41700,EDUCATIONAL AIDE,11.99,251902.00,21001.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,49998,TOTAL PARAPROFESSIONAL STAFF,11.99,251902.00,21001.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,50000,AUXILIARY,16.51,444489.00,26922.00
10,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,99999,TOTAL PERSONNEL,94.84,3681544.00,38819.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10002,PRE-KINDERGARTEN,2.00,87614.00,43807.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10003,KINDERGARTEN,7.21,323069.00,44840.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10005,KINDERGARTEN/ELEMENTARY (K-6),7.77,386426.00,49732.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10006,ELEMENTARY (GRADES 1-6),2.86,130098.00,45432.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),2.08,94943.00,45749.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10009,ALL GRADE LEVELS,2.17,108931.00,50104.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10012,GRADE 1,7.62,344808.00,45253.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10013,GRADE 2,7.30,322203.00,44114.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10014,GRADE 3,7.69,343257.00,44626.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10015,GRADE 4,8.56,388110.00,45337.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10016,GRADE 5,8.77,402975.00,45958.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10017,GRADE 6,8.19,392003.00,47865.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10018,GRADE 7,6.94,293763.00,42353.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10019,GRADE 8,6.28,268491.00,42781.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,10020,GRADES 9-12,32.99,1606183.00,48685.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,19998,TOTAL TEACHING STAFF,118.43,5492874.00,46382.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,21300,COUNSELOR,4.00,237246.00,59312.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,22100,LIBRARIAN,1.19,60520.00,50772.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,22800,OTHR NON-INSTR DISTRICT,2.00,131520.00,65760.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,23500,SCHOOL NURSE,2.00,80106.00,40053.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,24700,WORK-BASED LEARNING SITE COOR,0.46,21843.00,47516.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,29998,TOTAL SUPPORT STAFF,9.65,531235.00,55041.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,30200,ASSISTANT PRINCIPAL,2.89,167137.00,57775.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,105600.00,105600.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,30500,ATHLETIC DIRECTOR,0.48,39140.00,82192.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,82411.00,82411.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,33100,PRINCIPAL,3.50,264522.00,75578.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,150000.00,150000.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,39998,TOTAL ADMINISTRATIVE STAFF,9.87,808810.00,81954.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,39999,TOTAL PROFESSIONAL STAFF,137.95,6832919.00,49533.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,41700,EDUCATIONAL AIDE,14.91,234398.00,15716.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,49998,TOTAL PARAPROFESSIONAL STAFF,14.91,234398.00,15716.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,50000,AUXILIARY,55.33,1371460.00,24786.00
10,HUNT COUNTY,116901,CADDO MILLS ISD,99999,TOTAL PERSONNEL,208.19,8438777.00,40533.00
10,HUNT COUNTY,116902,CELESTE ISD,10002,PRE-KINDERGARTEN,1.07,37435.00,34882.00
10,HUNT COUNTY,116902,CELESTE ISD,10003,KINDERGARTEN,2.15,85942.00,39914.00
10,HUNT COUNTY,116902,CELESTE ISD,10006,ELEMENTARY (GRADES 1-6),0.61,28630.00,46934.00
10,HUNT COUNTY,116902,CELESTE ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.92,42048.00,45536.00
10,HUNT COUNTY,116902,CELESTE ISD,10009,ALL GRADE LEVELS,0.08,2692.00,33650.00
10,HUNT COUNTY,116902,CELESTE ISD,10012,GRADE 1,2.55,89419.00,35020.00
10,HUNT COUNTY,116902,CELESTE ISD,10013,GRADE 2,2.58,114950.00,44641.00
10,HUNT COUNTY,116902,CELESTE ISD,10014,GRADE 3,3.07,125696.00,40915.00
10,HUNT COUNTY,116902,CELESTE ISD,10015,GRADE 4,2.45,91318.00,37200.00
10,HUNT COUNTY,116902,CELESTE ISD,10016,GRADE 5,2.84,107929.00,38037.00
10,HUNT COUNTY,116902,CELESTE ISD,10017,GRADE 6,2.56,109589.00,42791.00
10,HUNT COUNTY,116902,CELESTE ISD,10018,GRADE 7,2.33,102576.00,43962.00
10,HUNT COUNTY,116902,CELESTE ISD,10019,GRADE 8,2.18,94595.00,43420.00
10,HUNT COUNTY,116902,CELESTE ISD,10020,GRADES 9-12,14.77,705447.00,47766.00
10,HUNT COUNTY,116902,CELESTE ISD,19998,TOTAL TEACHING STAFF,40.17,1738266.00,43268.00
10,HUNT COUNTY,116902,CELESTE ISD,21300,COUNSELOR,1.00,51159.00,51164.00
10,HUNT COUNTY,116902,CELESTE ISD,22100,LIBRARIAN,0.12,6396.00,55521.00
10,HUNT COUNTY,116902,CELESTE ISD,22800,OTHR NON-INSTR DISTRICT,0.04,2132.00,55521.00
10,HUNT COUNTY,116902,CELESTE ISD,29998,TOTAL SUPPORT STAFF,1.15,59687.00,51744.00
10,HUNT COUNTY,116902,CELESTE ISD,30500,ATHLETIC DIRECTOR,0.11,6147.00,55528.00
10,HUNT COUNTY,116902,CELESTE ISD,33100,PRINCIPAL,2.54,173718.00,68315.00
10,HUNT COUNTY,116902,CELESTE ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,92500.00,92500.00
10,HUNT COUNTY,116902,CELESTE ISD,39998,TOTAL ADMINISTRATIVE STAFF,3.65,272365.00,74547.00
10,HUNT COUNTY,116902,CELESTE ISD,39999,TOTAL PROFESSIONAL STAFF,44.98,2070318.00,46026.00
10,HUNT COUNTY,116902,CELESTE ISD,41700,EDUCATIONAL AIDE,12.85,194242.00,15113.00
10,HUNT COUNTY,116902,CELESTE ISD,49998,TOTAL PARAPROFESSIONAL STAFF,12.85,194242.00,15113.00
10,HUNT COUNTY,116902,CELESTE ISD,50000,AUXILIARY,19.37,532418.00,27484.00
10,HUNT COUNTY,116902,CELESTE ISD,99999,TOTAL PERSONNEL,77.21,2796978.00,36228.00
10,HUNT COUNTY,116903,COMMERCE ISD,10001,EARLY EDUCATION,2.00,78689.00,39345.00
10,HUNT COUNTY,116903,COMMERCE ISD,10002,PRE-KINDERGARTEN,2.00,78689.00,39345.00
10,HUNT COUNTY,116903,COMMERCE ISD,10003,KINDERGARTEN,8.36,338954.00,40552.00
10,HUNT COUNTY,116903,COMMERCE ISD,10006,ELEMENTARY (GRADES 1-6),0.06,2452.00,39676.00
10,HUNT COUNTY,116903,COMMERCE ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),2.87,126826.00,44229.00
10,HUNT COUNTY,116903,COMMERCE ISD,10009,ALL GRADE LEVELS,8.48,361625.00,42657.00
10,HUNT COUNTY,116903,COMMERCE ISD,10012,GRADE 1,7.88,353312.00,44855.00
10,HUNT COUNTY,116903,COMMERCE ISD,10013,GRADE 2,6.94,306034.00,44067.00
10,HUNT COUNTY,116903,COMMERCE ISD,10014,GRADE 3,7.44,295329.00,39704.00
10,HUNT COUNTY,116903,COMMERCE ISD,10015,GRADE 4,8.03,353510.00,44011.00
10,HUNT COUNTY,116903,COMMERCE ISD,10016,GRADE 5,7.40,331646.00,44836.00
10,HUNT COUNTY,116903,COMMERCE ISD,10017,GRADE 6,7.98,363941.00,45606.00
10,HUNT COUNTY,116903,COMMERCE ISD,10018,GRADE 7,6.54,277243.00,42366.00
10,HUNT COUNTY,116903,COMMERCE ISD,10019,GRADE 8,5.99,264650.00,44169.00
10,HUNT COUNTY,116903,COMMERCE ISD,10020,GRADES 9-12,31.35,1448538.00,46206.00
10,HUNT COUNTY,116903,COMMERCE ISD,19998,TOTAL TEACHING STAFF,113.32,4981438.00,43959.00
10,HUNT COUNTY,116903,COMMERCE ISD,20600,ATHLETIC TRAINER,0.68,34050.00,50000.00
10,HUNT COUNTY,116903,COMMERCE ISD,21300,COUNSELOR,6.44,398485.00,61894.00
10,HUNT COUNTY,116903,COMMERCE ISD,21800,EDUCATIONAL DIAGNOSTICIAN,9.00,512226.00,56913.00
10,HUNT COUNTY,116903,COMMERCE ISD,22100,LIBRARIAN,2.00,106905.00,53453.00
